side,strategy,reason,signalTime,entryTime,exitTime,entryPrice,exitPrice,quantity,notional,fees,pnl,r,maeR,mfeR,barsHeld,confidence
long,trend,sl,2025-03-05T09:00:00.000Z,2025-03-05T10:00:00.000Z,2025-03-05T15:00:00.000Z,145.673689,140.86823072131784,51.48493218977931,7500,3.0000,-250.4087,-1.0211,-1.1450,0.8369,5,0.5000
long,trend,sl,2025-03-05T20:00:00.000Z,2025-03-05T21:00:00.000Z,2025-03-07T00:00:00.000Z,145.553653,141.07015721785717,50.23710040301034,7312.193479785927,2.9249,-228.1627,-1.0226,-2.3718,1.6384,27,0.5000
short,trend,sl,2025-03-07T01:00:00.000Z,2025-03-07T02:00:00.000Z,2025-03-07T09:00:00.000Z,140.597808,145.6505774200214,50.79077371475809,7141.071450919004,2.8564,-259.4905,-1.0199,-1.1024,0.1912,7,0.5000
long,trend,sl,2025-03-07T14:00:00.000Z,2025-03-07T15:00:00.000Z,2025-03-07T16:00:00.000Z,146.29387499999999,141.90544920557645,47.482873622015,6946.453578299859,2.7786,-211.1536,-1.0233,-1.0870,0.2407,1,0.5000
long,trend,sl,2025-03-07T18:00:00.000Z,2025-03-07T19:00:00.000Z,2025-03-07T20:00:00.000Z,149.624874,144.49858058671535,45.36737883354352,6788.088341679217,2.7152,-235.2817,-1.0203,-1.2640,0.2430,1,0.5000
short,trend,tp,2025-03-07T22:00:00.000Z,2025-03-07T23:00:00.000Z,2025-03-09T15:00:00.000Z,140.95770000000002,132.18248709195984,46.90504345422367,6611.627043707425,2.6447,408.9571,1.6560,-0.0327,2.1211,40,0.5000
short,trend,sl,2025-03-10T19:00:00.000Z,2025-03-10T20:00:00.000Z,2025-03-11T08:00:00.000Z,119.58411400000001,124.146962294183,57.85337726943462,6918.344862673079,2.7673,-266.7435,-1.0188,-1.1017,1.6559,12,0.5000
long,trend,sl,2025-03-11T11:00:00.000Z,2025-03-11T12:00:00.000Z,2025-03-11T14:00:00.000Z,124.69739799999999,120.94199311031167,53.87672340504133,6718.287221374354,2.6873,-205.0162,-1.0232,-1.6556,0.4040,2,0.5000
long,trend,tp,2025-03-11T15:00:00.000Z,2025-03-11T16:00:00.000Z,2025-03-14T15:00:00.000Z,124.977482,132.4725823835791,52.525662601533156,6564.525052321183,2.6258,391.0593,1.6556,-0.9423,1.9396,71,0.5000
short,trend,tp,2025-03-16T17:00:00.000Z,2025-03-16T18:00:00.000Z,2025-03-16T22:00:00.000Z,129.811045,125.8777180095991,52.82924523286796,6857.819530239859,2.7431,205.0516,1.6447,-0.0462,1.8013,4,0.5000
short,trend,sl,2025-03-17T00:00:00.000Z,2025-03-17T01:00:00.000Z,2025-03-17T12:00:00.000Z,127.64169600000001,130.06925287598438,54.93195739500749,7011.6082064984985,2.8046,-136.1551,-1.0377,-1.0041,0.5031,11,0.5000
short,trend,sl,2025-03-18T07:00:00.000Z,2025-03-18T08:00:00.000Z,2025-03-19T10:00:00.000Z,125.06247,127.29472443738612,55.24832418448476,6909.4918858723995,2.7638,-126.0921,-1.0402,-1.1611,1.5416,26,0.5000
long,trend,tp,2025-03-19T10:00:00.000Z,2025-03-19T11:00:00.000Z,2025-03-19T13:00:00.000Z,126.78802499999999,129.63488285265043,53.750524157880186,6814.922800692417,2.7260,150.2941,1.6370,-0.2623,2.5654,2,0.5000
long,trend,tp,2025-03-19T17:00:00.000Z,2025-03-19T18:00:00.000Z,2025-03-19T19:00:00.000Z,130.219054,134.27467604381917,53.19992111284584,6927.643400189413,2.7711,212.9877,1.6453,-0.8462,1.6730,1,0.5000
long,trend,sl,2025-03-20T00:00:00.000Z,2025-03-20T01:00:00.000Z,2025-03-20T10:00:00.000Z,133.42001399999998,130.53336541588405,53.12084727232439,7087.384186765381,2.8350,-156.1762,-1.0325,-1.1168,0.5268,9,0.5000
short,trend,sl,2025-03-20T15:00:00.000Z,2025-03-20T16:00:00.000Z,2025-03-22T10:00:00.000Z,128.831339,131.39864345966768,54.10369954770926,6970.2520575850795,2.7881,-141.6888,-1.0360,-1.1625,1.6106,42,0.5000
long,trend,sl,2025-03-22T11:00:00.000Z,2025-03-22T12:00:00.000Z,2025-03-22T21:00:00.000Z,130.309081,128.36159366318714,52.674651892585985,6863.98548011779,2.7456,-105.3288,-1.0475,-1.0891,0.0843,9,0.5000
long,trend,tp,2025-03-23T03:00:00.000Z,2025-03-23T04:00:00.000Z,2025-03-23T11:00:00.000Z,130.819234,133.2542452022464,51.86537685524804,6784.9888713248765,2.7140,123.5788,1.6309,-0.8003,2.1703,7,0.5000
long,trend,sl,2025-03-23T14:00:00.000Z,2025-03-23T15:00:00.000Z,2025-03-23T18:00:00.000Z,132.309681,130.7194851799736,51.98163054222709,6877.672954901924,2.7511,-85.4120,-1.0594,-1.1346,0.4580,3,0.5000
long,trend,tp,2025-03-24T01:00:00.000Z,2025-03-24T02:00:00.000Z,2025-03-24T03:00:00.000Z,132.969879,136.08456697742426,51.24178479782364,6813.613924310648,2.7254,156.8767,1.6382,-0.1123,2.9271,1,0.5000
long,trend,sl,2025-03-24T16:00:00.000Z,2025-03-24T17:00:00.000Z,2025-03-25T02:00:00.000Z,142.072609,139.49004895713887,48.78682468921236,6931.271468422014,2.7725,-128.7674,-1.0388,-1.1149,0.5933,9,0.5000
long,trend,sl,2025-03-25T16:00:00.000Z,2025-03-25T17:00:00.000Z,2025-03-26T13:00:00.000Z,144.34329,141.24916486987516,47.35028492793925,6834.695908936164,2.7339,-149.2416,-1.0328,-1.0529,0.5396,20,0.5000
short,trend,tp,2025-03-26T14:00:00.000Z,2025-03-26T15:00:00.000Z,2025-03-28T04:00:00.000Z,139.888021,135.49634808140303,48.05818734313142,6722.764720277903,2.6891,208.3667,1.6454,-0.1715,2.4319,37,0.5000
short,trend,sl,2025-03-30T16:00:00.000Z,2025-03-30T17:00:00.000Z,2025-03-30T18:00:00.000Z,123.56292,125.56852118020821,55.67236328475878,6879.039770765587,2.7516,-114.4082,-1.0443,-1.6144,0.3521,1,0.5000
long,trend,sl,2025-03-31T02:00:00.000Z,2025-03-31T03:00:00.000Z,2025-03-31T09:00:00.000Z,126.567959,123.98068833256939,53.6726174173567,6793.233640702689,2.7173,-141.5829,-1.0344,-1.2658,0.2282,6,0.5000
short,trend,sl,2025-03-31T09:00:00.000Z,2025-03-31T10:00:00.000Z,2025-03-31T14:00:00.000Z,123.792851,126.43197398785361,54.01803436205183,6687.046479094362,2.6748,-145.2351,-1.0336,-1.2983,0.3240,4,0.5000
long,trend,sl,2025-03-31T14:00:00.000Z,2025-03-31T15:00:00.000Z,2025-03-31T17:00:00.000Z,126.687995,123.86201200343748,51.92378479087909,6578.120187967967,2.6312,-149.3670,-1.0315,-1.0643,0.3916,2,0.5000
