side,strategy,reason,signalTime,entryTime,exitTime,entryPrice,exitPrice,quantity,notional,fees,pnl,r,maeR,mfeR,barsHeld,confidence
short,trend,tp,2025-08-31T22:00:00.000Z,2025-08-31T23:00:00.000Z,2025-09-01T00:00:00.000Z,23.4759551,22.993007173318457,319.4758197505668,7500,3.0000,151.2902,1.6343,-0.0830,1.7909,1,0.5000
short,trend,sl,2025-09-01T00:00:00.000Z,2025-09-01T01:00:00.000Z,2025-09-01T07:00:00.000Z,23.1400559,23.4589941394304,329.0168213716401,7613.467638580067,3.0454,-107.9814,-1.0522,-1.5676,1.3884,6,0.5000
short,trend,tp,2025-09-01T13:00:00.000Z,2025-09-01T14:00:00.000Z,2025-09-01T20:00:00.000Z,22.9581105,22.264755180918236,328.09675534818297,7532.48156397505,3.0130,224.4746,1.6446,-0.3988,1.7887,6,0.5000
short,trend,sl,2025-09-01T23:00:00.000Z,2025-09-02T00:00:00.000Z,2025-09-02T02:00:00.000Z,22.4922503,22.92939601326576,342.3773717464124,7700.8375423764555,3.0803,-152.7491,-1.0369,-1.3892,0.3655,2,0.5000
long,trend,sl,2025-09-02T05:00:00.000Z,2025-09-02T06:00:00.000Z,2025-09-02T12:00:00.000Z,23.3430008,22.920838695108802,324.99145057777395,7586.275690830137,3.0345,-140.2336,-1.0390,-1.6832,0.3901,6,0.5000
long,trend,sl,2025-09-02T13:00:00.000Z,2025-09-02T14:00:00.000Z,2025-09-02T15:00:00.000Z,23.390014899999997,22.928469701205504,319.8416304551915,7481.100501987222,2.9924,-150.6138,-1.0357,-1.3153,0.3101,1,0.5000
long,trend,sl,2025-09-02T20:00:00.000Z,2025-09-02T21:00:00.000Z,2025-09-04T15:00:00.000Z,23.357005,22.88644827487114,315.45740325667737,7368.14014515323,2.9473,-151.3879,-1.0350,-1.9539,1.2832,42,0.5000
short,trend,sl,2025-09-05T02:00:00.000Z,2025-09-05T03:00:00.000Z,2025-09-05T07:00:00.000Z,22.462259300000003,22.784468474413575,322.96836904398543,7254.599251164095,2.9018,-106.9652,-1.0502,-2.0031,0.5716,4,0.5000
long,trend,sl,2025-09-05T12:00:00.000Z,2025-09-05T13:00:00.000Z,2025-09-05T14:00:00.000Z,23.163947099999998,22.81227742611879,309.7216252374029,7174.375342725226,2.8698,-111.7895,-1.0467,-3.1319,0.2177,1,0.5000
short,trend,sl,2025-09-05T15:00:00.000Z,2025-09-05T16:00:00.000Z,2025-09-08T03:00:00.000Z,22.213334,22.644558161478088,319.20166747218184,7090.533252916511,2.8362,-140.4837,-1.0369,-1.3540,0.8207,59,0.5000
long,trend,sl,2025-09-08T03:00:00.000Z,2025-09-08T04:00:00.000Z,2025-09-08T06:00:00.000Z,22.6007782,22.337091714936005,309.06769791635145,6985.170489392061,2.7941,-84.2910,-1.0613,-1.0809,0.0553,2,0.5000
long,trend,tp,2025-09-08T06:00:00.000Z,2025-09-08T07:00:00.000Z,2025-09-08T09:00:00.000Z,22.3997179,22.819036359971893,309.0196152453534,6921.952207062455,2.7688,126.8088,1.6311,-0.3089,1.9448,2,0.5000
long,trend,tp,2025-09-08T13:00:00.000Z,2025-09-08T14:00:00.000Z,2025-09-09T06:00:00.000Z,22.912871799999998,23.47282155042723,306.2496445022086,7017.058843274679,2.8068,168.6776,1.6394,-0.2169,2.5214,16,0.5000
long,trend,sl,2025-09-09T11:00:00.000Z,2025-09-09T12:00:00.000Z,2025-09-09T14:00:00.000Z,23.527055999999998,23.177512517616744,303.6319986073599,7143.567034627277,2.8574,-108.9900,-1.0478,-1.4801,0.6654,2,0.5000
short,trend,sl,2025-09-09T17:00:00.000Z,2025-09-09T18:00:00.000Z,2025-09-10T02:00:00.000Z,22.933118,23.329016371752196,307.9312863126478,7061.824524899736,2.8247,-124.7342,-1.0416,-1.2211,0.1314,8,0.5000
long,trend,tp,2025-09-10T03:00:00.000Z,2025-09-10T04:00:00.000Z,2025-09-11T12:00:00.000Z,23.3860137,23.95050404738687,297.96757779181553,6968.273856395213,2.7873,165.4125,1.6390,-0.7382,2.5686,32,0.5000
