side,strategy,reason,signalTime,entryTime,exitTime,entryPrice,exitPrice,quantity,notional,fees,pnl,r,maeR,mfeR,barsHeld,confidence
long,range,sl,2025-08-31T23:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-01T02:00:00.000Z,0.88206615,0.8698375948606214,8502.763653270222,7499.999999999999,2.2500,-106.2265,-1.0439,-1.8188,0.1867,2,0.5000
long,range,tp,2025-09-01T02:00:00.000Z,2025-09-01T03:00:00.000Z,2025-09-01T07:00:00.000Z,0.8657649275000001,0.888850874801896,8570.837046724393,7420.330114371659,2.2261,195.6398,1.6479,-0.5822,1.9806,4,0.5000
long,range,tp,2025-09-01T21:00:00.000Z,2025-09-01T22:00:00.000Z,2025-09-02T02:00:00.000Z,0.8404630300000001,0.8710455402433709,9003.441780647136,7567.0599593912875,2.2701,273.0777,1.6529,-0.2868,1.6914,4,0.5000
short,range,tp,2025-09-03T19:00:00.000Z,2025-09-03T20:00:00.000Z,2025-09-04T05:00:00.000Z,0.9063320199999999,0.8851300921716815,8575.078544352986,7771.868258762101,2.3316,179.4766,1.6453,-0.1783,1.8420,9,0.5000
short,range,sl,2025-09-05T07:00:00.000Z,2025-09-05T08:00:00.000Z,2025-09-05T12:00:00.000Z,0.9015323799999999,0.915506261613224,8770.040778478227,7906.475735718528,2.3719,-124.9235,-1.0398,-1.3481,1.1922,4,0.5000
short,range,tp,2025-09-05T12:00:00.000Z,2025-09-05T13:00:00.000Z,2025-09-05T14:00:00.000Z,0.9159313,0.8911879148045279,8529.878982181077,7812.78314499179,2.3438,208.7142,1.6482,-0.7119,2.7705,1,0.5000
short,range,sl,2025-09-06T18:00:00.000Z,2025-09-06T19:00:00.000Z,2025-09-06T21:00:00.000Z,0.93712971,0.9515941237996705,8503.965614086996,7969.318829779319,2.3908,-125.3957,-1.0400,-1.7470,1.4761,2,0.5000
short,range,sl,2025-09-06T21:00:00.000Z,2025-09-06T22:00:00.000Z,2025-09-07T01:00:00.000Z,0.9613278949999999,0.9800626089610709,8192.076934225835,7875.272074857376,2.3626,-155.8388,-1.0316,-1.7500,0.8908,3,0.5000
short,range,sl,2025-09-07T01:00:00.000Z,2025-09-07T02:00:00.000Z,2025-09-07T04:00:00.000Z,0.9878259075,1.0102173466043622,7854.0083998132795,7758.392975058176,2.3275,-178.1901,-1.0271,-1.7056,0.4086,2,0.5000
short,range,sl,2025-09-07T04:00:00.000Z,2025-09-07T05:00:00.000Z,2025-09-07T05:00:00.000Z,1.016523755,1.0410383624751334,7500.808895048019,7624.750423531612,2.2874,-186.1668,-1.0255,-1.8707,0.0960,0,0.5000
short,range,sl,2025-09-07T05:00:00.000Z,2025-09-07T06:00:00.000Z,2025-09-08T01:00:00.000Z,1.04952128,1.0774180559934454,7131.942398852788,7485.125315330249,2.2455,-201.2037,-1.0231,-2.2913,1.5421,19,0.5000
short,range,sl,2025-09-08T01:00:00.000Z,2025-09-08T02:00:00.000Z,2025-09-08T02:00:00.000Z,1.100917425,1.1312006006154405,6661.918819669954,7334.222512510086,2.2003,-203.9443,-1.0224,-2.5108,0.0674,0,0.5000
short,range,sl,2025-09-08T02:00:00.000Z,2025-09-08T03:00:00.000Z,2025-09-08T03:00:00.000Z,1.17231207,1.2087510811240876,6125.727485925198,7181.264269280866,2.1544,-225.3698,-1.0198,-1.4882,0.1971,0,0.5000
short,range,sl,2025-09-08T03:00:00.000Z,2025-09-08T04:00:00.000Z,2025-09-08T04:00:00.000Z,1.198510105,1.2388955499986527,5850.794971660425,7012.236895818209,2.1037,-238.3906,-1.0183,-1.6917,0.6525,0,0.5000
short,range,tp,2025-09-08T04:00:00.000Z,2025-09-08T05:00:00.000Z,2025-09-08T11:00:00.000Z,1.2612054025000001,1.1825291475701714,5418.18478582188,6833.443923621861,2.0500,424.2325,1.6587,-0.9574,1.8579,6,0.5000
short,range,sl,2025-09-08T14:00:00.000Z,2025-09-08T15:00:00.000Z,2025-09-08T15:00:00.000Z,1.49548783,1.5788413000823658,3451.8137788225663,5162.14549765546,1.5486,-289.2693,-1.0111,-1.1223,0.2955,0,0.5000
short,range,sl,2025-09-08T15:00:00.000Z,2025-09-08T16:00:00.000Z,2025-09-09T00:00:00.000Z,1.5106866899999998,1.6007160091165538,3097.8200519241664,4679.835520456946,1.4040,-280.2986,-1.0104,-4.7942,1.0183,8,0.5000
short,range,sl,2025-09-09T00:00:00.000Z,2025-09-09T01:00:00.000Z,2025-09-09T03:00:00.000Z,1.7504687049999998,1.875085953423846,2168.377772704622,3795.677431737044,1.1387,-271.3560,-1.0088,-1.0796,0.6519,2,0.5000
short,range,sl,2025-09-09T03:00:00.000Z,2025-09-09T04:00:00.000Z,2025-09-09T07:00:00.000Z,1.8709596675,2.0093334953214326,1893.4041580662986,3542.4828140188392,1.0627,-263.0603,-1.0084,-1.3083,0.5709,3,0.5000
long,range,sl,2025-09-11T12:00:00.000Z,2025-09-11T13:00:00.000Z,2025-09-11T16:00:00.000Z,1.66572492,1.5950176974795882,3601.4719171501383,5999.06152107716,1.7997,-256.4498,-1.0139,-1.1067,0.2830,3,0.5000
long,range,tp,2025-09-12T15:00:00.000Z,2025-09-12T16:00:00.000Z,2025-09-12T23:00:00.000Z,1.567517555,1.6623724446899382,3911.4667409243234,6131.292782197514,1.8394,369.1824,1.6584,-0.0214,1.8147,7,0.5000
short,range,tp,2025-09-14T05:00:00.000Z,2025-09-14T06:00:00.000Z,2025-09-14T11:00:00.000Z,1.710871675,1.6319112276194774,3745.564114853148,6408.179550998698,1.9225,293.8290,1.6558,-0.6613,2.3212,5,0.5000
long,range,sl,2025-09-15T14:00:00.000Z,2025-09-15T15:00:00.000Z,2025-09-15T15:00:00.000Z,1.5173137900000002,1.467658346016758,4368.609392425446,6628.551274250651,1.9886,-218.9138,-1.0182,-1.0630,0.3208,0,0.5000
long,range,tp,2025-09-15T15:00:00.000Z,2025-09-15T16:00:00.000Z,2025-09-16T13:00:00.000Z,1.4731104750000001,1.5614372829234664,4388.24245071386,6464.36592098626,1.9393,385.6601,1.6583,-0.1964,2.5490,21,0.5000
