side,strategy,reason,signalTime,entryTime,exitTime,entryPrice,exitPrice,quantity,notional,fees,pnl,r,maeR,mfeR,barsHeld,confidence
long,trend,sl,2025-08-31T19:00:00.000Z,2025-08-31T20:00:00.000Z,2025-09-01T00:00:00.000Z,44.823443,44.235759253148544,167.32315721485296,7500,3.0000,-101.3331,-1.0543,-1.6599,0.6207,4,0.5000
short,trend,sl,2025-09-01T04:00:00.000Z,2025-09-01T05:00:00.000Z,2025-09-01T07:00:00.000Z,44.126758,44.81528940352849,168.24259273760197,7424.00017502472,2.9696,-118.8099,-1.0461,-1.2935,0.2766,2,0.5000
long,trend,sl,2025-09-01T08:00:00.000Z,2025-09-01T09:00:00.000Z,2025-09-01T10:00:00.000Z,45.373608,44.624109015260736,161.6554880006246,7334.892743589044,2.9340,-124.0946,-1.0428,-1.0509,0.1445,1,0.5000
long,trend,sl,2025-09-01T10:00:00.000Z,2025-09-01T11:00:00.000Z,2025-09-01T15:00:00.000Z,44.943478999999996,44.19479715785441,161.1317585731507,7241.821807665468,2.8967,-123.5332,-1.0425,-1.1741,0.0000,4,0.5000
short,trend,tp,2025-09-01T15:00:00.000Z,2025-09-01T16:00:00.000Z,2025-09-01T21:00:00.000Z,44.28671,43.07836396332708,161.42928532613146,7149.17194474564,2.8597,192.2028,1.6422,-0.0183,2.1334,5,0.5000
short,trend,sl,2025-09-01T23:00:00.000Z,2025-09-02T00:00:00.000Z,2025-09-02T02:00:00.000Z,43.11706100000001,43.89305516724568,169.15169661047386,7293.324021007296,2.9173,-134.1781,-1.0399,-1.1443,0.1928,2,0.5000
short,trend,sl,2025-09-02T02:00:00.000Z,2025-09-02T03:00:00.000Z,2025-09-02T06:00:00.000Z,43.976803000000004,44.7657308596076,163.55646581082564,7192.690476338915,2.8771,-131.9113,-1.0400,-1.1260,0.2796,3,0.5000
long,trend,sl,2025-09-02T06:00:00.000Z,2025-09-02T07:00:00.000Z,2025-09-02T12:00:00.000Z,44.67339799999999,43.92043403868375,158.7915246523933,7093.756979823176,2.8375,-122.4018,-1.0420,-1.6808,0.5226,5,0.5000
long,trend,tp,2025-09-02T13:00:00.000Z,2025-09-02T14:00:00.000Z,2025-09-03T11:00:00.000Z,44.533356000000005,45.92099626748478,157.22946258889502,7001.9556311599445,2.8008,215.3772,1.6453,-0.9529,1.7616,21,0.5000
long,trend,sl,2025-09-03T11:00:00.000Z,2025-09-03T12:00:00.000Z,2025-09-04T15:00:00.000Z,45.603677000000005,44.88656274115747,157.08137952589001,7163.488494613102,2.8654,-115.5107,-1.0451,-1.0000,1.2738,27,0.5000
short,trend,sl,2025-09-04T15:00:00.000Z,2025-09-04T16:00:00.000Z,2025-09-04T23:00:00.000Z,45.206434,45.83336633680424,156.5453155467254,7076.855475272216,2.8307,-100.9741,-1.0519,-1.0822,1.2662,7,0.5000
short,trend,sl,2025-09-04T23:00:00.000Z,2025-09-05T00:00:00.000Z,2025-09-05T07:00:00.000Z,45.346392,46.071074719039316,154.39210529166323,7001.124928261035,2.8004,-114.6857,-1.0450,-1.4118,0.3466,7,0.5000
long,trend,tp,2025-09-05T07:00:00.000Z,2025-09-05T08:00:00.000Z,2025-09-05T13:00:00.000Z,46.273877999999996,47.350677478834896,149.43875295662127,6915.110622786831,2.7660,158.1495,1.6380,-0.6406,2.2538,5,0.5000
long,trend,tp,2025-09-05T14:00:00.000Z,2025-09-05T15:00:00.000Z,2025-09-06T00:00:00.000Z,46.213860000000004,47.69070867256916,152.19942173356793,7033.722768076066,2.8135,221.9620,1.6458,-0.1624,1.9029,9,0.5000
long,trend,sl,2025-09-06T01:00:00.000Z,2025-09-06T02:00:00.000Z,2025-09-06T08:00:00.000Z,47.594274,46.752526272617835,151.28278428431125,7200.1942867104035,2.8801,-130.2220,-1.0400,-1.0804,0.2485,6,0.5000
short,trend,sl,2025-09-06T15:00:00.000Z,2025-09-06T16:00:00.000Z,2025-09-07T02:00:00.000Z,46.456059,47.06053253631218,152.88700605289972,7102.527773526867,2.8410,-95.2572,-1.0554,-1.1755,1.6533,10,0.5000
long,trend,tp,2025-09-07T03:00:00.000Z,2025-09-07T04:00:00.000Z,2025-09-08T02:00:00.000Z,46.914069999999995,47.86604225417056,149.87156098993492,7031.0849032910755,2.8124,139.8611,1.6338,-0.6724,2.6540,22,0.5000
long,trend,tp,2025-09-08T17:00:00.000Z,2025-09-08T18:00:00.000Z,2025-09-09T04:00:00.000Z,50.655192,52.082931752693696,140.87362957056456,7135.980753633825,2.8544,198.2765,1.6430,-0.8699,2.9123,10,0.5000
